,datadate,cusip,scf,src,apdedate,fdate,pdate,acchg,acominc,acox,am,ano,ao,aoloch,aox,ap,at,caps,capx,ch,che,cogs,cshi,csho,cstk,dd,dlc,dn,do,dt,ebit,ebitda,epspi,fca,gdwl,gp,ib,intan,invt,lct,lt,ni,niadj,np,pi,pnrsho,ppegt,ppent,re,revt,sale,seq,teq,tstk,txt,wcap,naicsh,mkvalt,Seq. No.,Code,Industry
5029,2018-12-31,G31249108,7.0,5.0,2018-12-31,2019-04-14,2019-03-22,0.0,0.449,1.27,0.6,0.0,0.315,-2.265,0.315,6.239,116.573,15.156,1.731,52.639,52.714,22.28,20.672,20.264,145.709,0.0,0.336,0.0,0.0,23.038,-23.864,-21.054,-1.11,-2.4,0.465,38.928,-21.098,3.91,24.845,16.447,47.088,-21.098,-21.098,0.0,-20.883,0.0,18.143,12.913,-88.526,61.208,61.208,69.485,69.485,2.854,0.215,82.988,339113.0,555.6389,879.0,339113.0,Surgical Appliance and Supplies Manufacturing 
22558,2011-03-31,G3163G104,7.0,5.0,2011-03-31,2011-07-19,,0.0,6.489,1.246,0.159,,22.742,-8.227,22.742,24.302,239.885,47.057,0.774,20.184,36.085,45.307,64.126,64.126,0.064,0.0,33.541,0.0,3.076,54.998,18.279,18.883,0.46,0.002,0.0,29.493,26.165,9.805,70.667,85.467,132.146,29.241,29.195,15.246,42.097,0.1,12.282,11.856,60.706,74.8,74.8,107.828,107.739,0.0,16.03,44.44,531120.0,338.5853,1497.0,531120.0,Lessors of Nonresidential Buildings (except Miniwarehouses) 
4982,2018-06-30,G31642104,7.0,5.0,2018-06-30,2018-10-02,2018-09-27,0.0,-0.402,1.437,0.054,,0.982,2.16,0.982,1.455,30.945,17.286,0.231,9.743,9.743,31.071,13.59,13.59,0.001,0.0,2.554,0.0,0.0,0.0,1.726,1.932,0.18,,0.174,17.868,2.434,0.434,0.0,12.79,12.79,2.434,2.434,2.554,2.603,0.0,0.791,0.334,0.192,48.939,48.939,17.479,18.155,0.0,-0.112,16.262,518210.0,175.9905,1405.0,518210.0,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services"
1588,2013-12-31,G3198U102,7.0,5.0,2013-12-31,2014-03-27,,0.0,-1.447,8.0,0.371,0.0,19.365,50.802,13.192,0.0,853.97,754.39,2.666,477.655,521.798,71.016,86.491,86.491,1.297,0.0,4.949,0.0,0.0,4.949,58.135,60.387,0.78,,0.0,60.387,65.413,0.0,0.0,,131.829,65.413,65.413,0.0,58.027,0.0,41.207,4.411,-33.546,131.403,131.403,722.141,722.141,0.0,-7.386,,524126.0,2080.9735,1464.0,524126.0,Direct Property and Casualty Insurance Carriers 
5211,2000-12-31,G3223R108,7.0,5.0,,,,0.0,72.846,0.0,0.0,,539.688,86.44,374.854,60.564,7013.095,259.788,0.0,76.823,591.268,1208.696,46.0,46.0,0.46,0.0,0.0,448.619,0.0,683.619,271.128,271.128,4.06,,0.0,271.128,186.38,0.0,0.0,,5429.743,186.38,186.38,0.0,231.742,,0.0,0.0,1323.159,1479.824,1479.824,1583.352,1583.352,0.055,45.362,,524130.0,3294.75,1468.0,524130.0,Reinsurance Carriers 
21429,2011-12-31,G32335104,7.0,8.0,2011-12-31,2012-05-31,,0.0,3.274,0.101,0.119,,11.603,-21.821,11.603,9.524,331.393,58.267,6.152,153.215,153.215,363.194,31.289,29.436,0.003,0.0,0.0,0.0,0.0,0.0,76.808,79.826,2.51,,0.0,159.306,74.688,4.425,5.019,19.597,19.597,74.688,74.688,0.0,85.162,0.0,57.903,45.173,255.361,522.5,522.5,311.796,311.796,1.835,10.474,250.595,315.0,144.2364,391.0,315.0,Apparel Manufacturing
20655,2010-06-30,G3323L100,7.0,5.0,2010-06-25,2010-09-10,2010-08-18,0.0,0.0,5.405,0.504,,2.228,1.472,2.228,102.977,377.425,54.786,8.224,84.942,84.942,433.161,33.752,33.752,0.337,0.0,6.008,0.0,0.0,20.385,48.15,56.359,1.31,-0.04,0.0,72.551,44.323,1.22,98.146,124.903,145.262,44.323,44.323,0.0,48.09,0.0,108.146,57.651,177.04,505.712,505.712,232.163,232.163,0.0,3.767,191.423,3344.0,361.1464,755.0,3344.0,Semiconductor and Other Electronic Component Manufacturing
4920,2018-09-30,G33277131,7.0,5.0,2018-09-30,2019-01-28,,0.0,-0.223,0.135,0.0,,0.6,-1.77,0.6,0.343,22.076,11.323,0.065,4.925,4.925,24.727,11.932,11.932,0.012,0.0,1.456,0.0,0.0,0.64,3.077,3.102,0.28,,0.0,5.092,3.222,0.0,1.808,2.222,2.862,3.222,3.222,1.456,3.238,0.0,0.324,0.136,7.003,29.819,29.819,18.338,19.214,0.0,0.009,19.118,111411.0,63.1203,38.0,111411.0,Mushroom Production 
3967,2015-12-31,G33856108,7.0,5.0,2015-12-31,2016-05-03,,0.0,-235.539,1.634,4.547,0.0,56.713,0.0,56.713,147.073,2406.061,143.17,68.521,116.666,120.778,1031.44,171.838,171.838,1288.787,0.0,195.983,0.0,0.0,509.427,62.522,122.737,-0.43,35.904,403.929,300.901,-43.268,475.548,425.372,492.688,1111.088,-43.268,-43.268,0.0,-8.53,0.0,1728.936,1012.367,-278.807,1332.341,1332.341,1153.15,1294.973,0.0,49.942,359.073,331410.0,1847.2585,610.0,331410.0,Nonferrous Metal (except Aluminum) Smelting and Refining 
20287,2007-12-31,G3396L102,7.0,5.0,2007-12-29,2008-05-07,,0.0,0.943,21.842,6.172,,7.645,-17.608,7.645,27.364,211.855,96.18,15.472,4.567,4.567,97.333,21.934,21.304,0.0,0.0,27.661,0.0,0.0,100.439,34.349,53.22,0.3,,25.357,143.13,4.708,70.225,33.226,82.148,193.36,4.708,4.708,20.0,5.349,0.0,56.089,21.349,-76.334,240.463,240.463,17.333,,2.513,0.294,30.488,339115.0,252.4524,881.0,339115.0,Ophthalmic Goods Manufacturing 
7078,2003-07-31,G3421J106,7.0,53.0,2003-07-31,,,0.0,,74.658,48.109,,0.0,213.353,0.0,1981.001,7862.218,286.08,199.999,347.383,358.485,9441.289,116.14,116.14,233.627,4.988,616.408,0.0,0.0,1638.928,713.592,915.2,4.15,,1105.061,3829.582,480.126,1105.061,2097.332,3420.412,5007.53,480.126,480.126,333.063,685.434,,2054.372,1153.01,2334.981,13270.871,13270.871,2854.688,,0.0,205.308,2183.413,423720.0,,957.0,423720.0,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers 
21408,2009-12-31,G3441J102,7.0,5.0,2009-12-31,2010-04-16,2010-03-22,0.0,0.673,19.479,0.0,,0.0,-19.557,0.0,133.785,296.144,91.66,0.953,36.768,49.218,291.999,13.017,11.858,0.013,0.0,8.788,0.0,21.087,0.0,23.035,23.709,4.07,,0.0,33.455,15.22,0.0,0.118,187.146,188.869,36.307,36.307,8.788,19.048,0.0,3.008,2.103,15.602,325.454,325.454,107.275,107.275,0.0,3.828,13.731,441110.0,260.6388,1066.0,441110.0,New Car Dealers 
21245,2010-03-31,G36993106,7.0,5.0,2010-03-31,2010-07-16,2010-06-15,0.0,14.436,31.908,0.757,,32.349,-23.833,32.349,93.345,461.2,102.835,5.088,26.616,35.476,723.974,52.141,49.456,0.052,0.0,121.254,0.0,0.0,0.0,63.774,66.266,0.63,-0.472,70.035,132.458,31.813,90.796,104.8,276.212,280.508,31.813,31.813,121.254,54.327,0.0,24.306,20.468,90.192,856.432,856.432,170.55,180.692,22.529,17.245,41.375,423690.0,327.8933,952.0,423690.0,Other Electronic Parts and Equipment Merchant Wholesalers 
22370,2011-12-31,G3727Q101,7.0,5.0,2011-12-31,2012-02-09,,0.0,25.0,113.0,232.0,0.0,229.0,-16.0,114.0,347.0,3415.0,8153.0,135.0,772.0,781.0,2284.0,246.0,246.0,2.0,0.0,2.0,3610.0,0.0,6592.0,356.0,981.0,-1.82,,0.0,2288.0,-410.0,84.0,803.0,800.0,7895.0,-410.0,-410.0,0.0,-382.0,0.0,3506.0,820.0,-12635.0,4572.0,4572.0,-4480.0,-4480.0,0.0,28.0,1432.0,334413.0,3111.9,758.0,334413.0,Semiconductor and Related Device Manufacturing 
3701,2015-12-31,G3729B102,7.0,5.0,2015-12-31,2016-04-25,2016-04-04,0.0,0.392,0.737,0.039,,2.548,-1.795,0.545,10.973,75.729,29.722,5.47,15.574,20.89,64.965,15.733,15.733,0.016,0.0,18.29,0.0,0.0,0.0,9.07,11.751,0.49,0.477,0.0,26.329,8.042,1.778,13.494,32.411,32.411,8.042,8.042,18.29,9.391,0.0,30.469,21.557,13.443,91.294,91.294,43.181,43.318,0.0,1.443,17.435,326199.0,40.2765,547.0,326199.0,All Other Plastics Product Manufacturing 
1984,2015-12-31,G3730V105,7.0,5.0,2015-12-31,2016-04-13,2016-03-02,0.0,0.097,0.0,3.585,0.0,20.308,-7.344,15.472,34.995,1649.641,1184.198,261.118,381.703,403.313,68.793,75.718,75.718,0.757,45.941,24.791,1.781,0.0,271.057,-0.119,45.189,-0.16,,116.584,67.775,-11.826,160.713,0.0,,358.955,-11.826,-11.826,0.0,-28.045,0.0,994.105,936.359,-18.672,136.568,136.568,1166.283,1290.686,0.0,0.586,,532411.0,852.5847,1534.0,532411.0,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing "
17310,2012-12-31,G37585109,7.0,5.0,2012-12-31,2013-04-11,2013-03-13,0.0,-21.82,0.0,0.0,,28.35,-0.748,4.072,1.794,908.768,621.879,110.765,110.978,215.652,14.646,62.863,62.863,0.629,0.0,25.753,0.0,0.0,254.268,20.422,33.487,0.06,,9.511,53.896,4.221,9.511,0.481,50.76,305.558,4.221,4.176,0.0,4.221,0.0,676.981,644.202,-19.298,68.542,68.542,603.21,603.21,0.0,0.0,169.089,483111.0,781.3871,1220.0,483111.0,Deep Sea Freight Transportation 
24555,2014-03-31,G3799T934,7.0,5.0,2014-03-31,2014-06-25,,0.0,-39.315,0.0,0.578,0.0,577.781,0.0,577.781,10.868,906.011,223.333,0.102,145.449,145.449,131.566,49.075,49.075,26.322,0.0,92.879,0.0,0.0,190.111,59.857,61.224,0.61,0.647,1.878,103.904,29.861,17.393,0.566,128.58,327.97,29.861,29.861,68.022,49.987,0.0,16.796,10.166,278.036,235.47,235.47,527.691,578.041,0.0,12.843,129.695,512110.0,788.6353,1345.0,512110.0,Motion Picture and Video Production 
20566,2009-12-31,G38490200,7.0,8.0,2009-12-31,2010-06-11,,0.0,0.0,0.068,0.0,0.0,0.0,0.417,0.0,0.89,116.088,71.036,0.0,0.973,0.973,0.0,14.0,14.0,0.001,0.0,0.0,0.0,0.0,0.0,-2.438,-2.438,0.02,0.0,0.0,0.0,0.335,0.0,0.0,0.89,4.34,0.335,0.335,0.0,0.335,0.0,0.0,0.0,0.461,0.0,0.0,111.748,111.748,0.0,0.0,0.198,524130.0,139.16,1468.0,524130.0,Reinsurance Carriers 
4927,2018-12-31,G39108108,7.0,5.0,2018-12-29,2019-04-02,2019-02-13,0.0,-854.3,102.1,130.7,0.0,87.3,-45.6,87.3,424.0,6722.6,2416.9,166.1,423.4,425.4,1798.5,289.848,289.848,2.9,0.0,51.9,568.0,-0.6,3007.0,524.8,743.3,0.85,8.7,2045.9,1549.1,245.9,4036.5,537.6,679.0,4388.9,245.3,245.3,0.0,303.5,0.0,1133.6,756.3,-472.4,3347.6,3347.6,1947.4,2333.7,0.0,31.8,1135.6,333612.0,3837.5875,719.0,333612.0,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing "
19826,2007-12-31,G3922B107,7.0,5.0,2007-12-31,2008-04-14,2008-03-20,0.0,221.96,199.894,36.938,,164.996,21.207,125.31,12.446,1743.466,1000.179,65.896,279.306,279.306,477.981,212.102,212.102,2.121,0.0,22.805,0.0,0.0,128.692,43.227,127.817,0.27,43.577,601.12,348.967,56.423,710.752,0.0,271.44,489.671,56.423,56.423,0.0,81.353,0.0,314.087,195.66,248.429,826.948,826.948,1250.729,1250.729,0.0,16.543,400.421,518210.0,3230.3135,1405.0,518210.0,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services"
21296,2010-03-31,G39342103,7.0,8.0,2010-03-31,2010-07-20,2010-06-22,0.0,0.325,0.504,0.142,0.0,26.526,6.054,4.384,0.793,153.394,105.384,2.467,41.143,41.143,6.636,66.744,66.744,0.007,0.0,6.592,0.0,0.0,0.0,14.239,17.232,0.12,-0.061,0.0,31.68,7.205,3.853,0.744,16.999,33.319,7.205,7.205,6.592,11.671,0.0,42.394,36.698,13.113,38.316,38.316,118.504,120.075,0.0,3.629,36.304,621511.0,400.464,1804.0,621511.0,Medical Laboratories 
6163,2000-12-31,G39637205,7.0,5.0,,,,0.0,,0.0,0.0,,1.172,-0.082,1.172,0.0,404.74,273.81,0.0,0.247,0.247,0.807,17.1,17.1,0.171,0.0,0.0,0.0,0.0,125.397,57.936,75.529,2.85,,0.0,75.529,48.724,0.0,0.0,2.124,127.521,48.724,48.724,0.0,48.724,,439.822,372.187,3.238,76.336,76.336,277.219,,0.0,0.0,29.257,532411.0,375.1313,1534.0,532411.0,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing "
18981,2007-12-31,G4095J109,7.0,5.0,2007-12-31,2008-04-28,,0.0,0.0,0.0,0.0,,8.267,-140.859,0.965,19.14,1094.145,476.861,0.0,4.194,435.799,78.446,36.103,36.103,3.61,0.0,0.0,0.0,0.0,0.0,35.325,35.365,1.17,,0.0,47.243,35.325,0.0,0.0,,488.563,35.325,35.325,0.0,35.325,0.0,,,125.111,125.689,125.689,605.582,605.582,0.0,0.0,,524130.0,,1468.0,524130.0,Reinsurance Carriers 
16513,2011-06-30,G45667105,7.0,8.0,2011-06-30,2011-09-26,2011-08-15,0.0,26.826,10.967,0.0,,17.848,32.023,17.848,63.398,458.584,140.374,16.045,90.669,94.785,167.244,54.692,54.692,0.055,0.0,16.937,0.0,0.0,37.085,44.691,49.16,0.76,1.326,0.0,95.598,41.47,0.0,27.973,161.039,192.716,41.47,41.47,11.529,47.909,0.0,73.614,59.753,124.629,262.842,262.842,265.058,265.868,0.0,6.444,201.373,334513.0,509.7294,768.0,334513.0,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables "
22282,2011-12-31,G46188101,7.0,5.0,2011-12-31,2012-04-16,2012-03-23,0.0,-3.788,1.141,3.753,0.0,0.547,1.304,0.547,8.17,101.078,270.015,1.604,17.966,18.716,3.068,19.628,19.628,0.002,0.0,3.604,15.834,0.0,19.438,-51.02,-46.821,-5.8,-1.023,0.0,3.859,-113.265,72.24,1.824,23.981,55.166,-113.265,-113.265,0.0,-127.948,0.0,4.016,3.245,-224.105,6.927,6.927,45.912,45.912,0.0,-14.683,1.065,325414.0,78.512,506.0,325414.0,Biological Product (except Diagnostic) Manufacturing 
4306,2016-12-31,G4740B105,7.0,5.0,2016-12-30,2017-04-26,2017-02-10,0.0,0.0,7.16,7.015,,4.144,-5.39,4.144,88.531,282.491,196.049,4.268,50.854,52.648,337.87,23.857,23.857,0.002,0.0,0.0,0.0,-4.117,37.944,26.006,35.503,0.7,,77.093,67.877,20.779,109.239,70.881,101.07,140.832,16.662,16.662,0.0,20.13,0.0,21.666,12.018,-54.392,405.747,405.747,141.659,141.659,0.0,-0.649,56.02,333242.0,258.1327,698.0,333242.0,Semiconductor Machinery Manufacturing 
2635,2014-12-31,G4783X105,7.0,5.0,2014-12-31,2015-04-09,,0.0,-0.753,0.334,0.0,,0.0,-2.573,0.0,3.055,58.972,154.84,1.101,55.201,55.201,6.744,19.918,19.918,1.819,0.0,0.0,0.0,0.0,0.0,-19.381,-19.081,-1.27,5.73,0.0,-1.302,-25.008,0.0,1.353,8.348,17.182,-25.008,-25.008,0.0,-24.824,0.0,17.068,1.498,-114.869,5.442,5.442,41.79,41.79,0.0,0.184,49.126,325414.0,,506.0,325414.0,Biological Product (except Diagnostic) Manufacturing 
23984,2015-12-31,G4863A108,7.0,5.0,2015-12-31,2016-05-17,,0.0,194.838,96.977,410.264,0.0,424.699,-282.995,268.22,1057.86,15114.692,2816.057,402.634,627.484,796.585,2157.83,200.244,200.244,20.024,0.0,0.16,6582.708,0.0,8405.721,678.745,1458.573,-0.39,5.611,6830.499,2531.226,-75.574,10664.715,269.982,2010.626,11748.55,-75.574,-75.574,0.0,-17.031,0.0,3435.245,1477.195,181.567,4689.056,4689.056,3017.648,3366.142,0.0,38.896,474.748,713290.0,3239.9479,1910.0,713290.0,Other Gambling Industries 
9088,2000-06-30,G4911N300,7.0,5.0,,,,0.0,,1.654,,,0.556,3.995,0.556,6.965,175.653,302.725,4.287,43.813,135.907,16.32,46.749,46.749,0.047,0.0,0.486,0.0,0.0,0.486,-30.154,-26.485,-1.33,,0.0,13.819,-28.411,2.775,6.607,11.323,13.034,-28.411,-30.466,0.0,-28.312,,18.623,6.861,-140.153,30.139,30.139,162.619,,0.0,0.099,154.138,334220.0,654.486,749.0,334220.0,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing
5470,2000-12-31,G4933P101,7.0,53.0,,,,0.0,,0.0,0.0,,7.049,-47.805,4.8,7.592,647.49,299.929,0.0,9.409,35.419,62.71,25.04,25.04,0.25,0.0,0.0,0.0,0.0,0.0,46.573,46.573,1.77,-2.348,0.0,55.884,44.225,0.0,0.0,,88.22,44.225,44.225,0.0,44.225,,0.0,0.0,259.091,118.594,118.594,559.27,,0.0,0.0,,524130.0,525.84,1468.0,524130.0,Reinsurance Carriers 
15861,2005-12-31,G5005R107,7.0,5.0,2005-12-31,,,0.0,-3.331,0.0,0.0,,50.223,98.489,10.402,11.316,597.044,173.368,0.446,41.029,48.494,106.726,15.07,15.07,0.15,15.0,0.0,0.0,0.0,37.681,19.933,20.867,0.94,,0.0,20.867,12.064,4.184,0.0,,420.889,12.064,12.064,0.0,17.266,0.0,4.689,2.741,2.637,127.593,127.593,176.155,176.155,0.0,5.202,,524126.0,299.1395,1464.0,524126.0,Direct Property and Casualty Insurance Carriers 
19295,2007-12-31,G50871105,7.0,5.0,2007-12-31,2008-06-03,2008-02-14,0.0,0.019,0.381,9.217,,13.269,14.038,13.269,2.856,207.554,371.44,3.149,102.945,104.884,7.594,24.621,24.621,0.002,0.0,3.459,75.116,0.0,75.116,-101.149,-90.623,-5.65,,38.213,57.709,-138.826,74.253,2.213,36.856,139.321,-138.826,-138.826,3.459,-138.826,0.0,6.463,3.941,-316.45,65.303,65.303,68.233,68.233,0.0,0.0,79.235,325412.0,361.9287,504.0,325412.0,Pharmaceutical Preparation Manufacturing 
6996,2000-12-31,G5138L100,7.0,5.0,,,,0.0,,0.0,0.0,,0.105,-0.679,0.105,0.706,20.309,9.32,0.43,4.416,4.416,8.307,3.149,3.149,0.057,0.0,0.414,0.0,0.0,0.0,2.011,2.626,0.64,,0.0,8.756,2.021,0.0,2.993,2.322,2.322,2.021,2.021,0.414,2.844,,5.977,3.28,7.22,17.063,17.063,16.597,,0.0,0.288,14.602,335311.0,4.1331,790.0,335311.0,"Power, Distribution, and Specialty Transformer Manufacturing "
3149,2014-12-31,G52237107,7.0,5.0,2014-12-31,2015-03-24,,0.0,0.0,0.0,0.0,0.0,380.415,-15.853,230.897,0.203,6326.107,0.0,1939.561,111.392,306.487,9.785,81.681,81.681,1421.864,0.0,396.052,588.457,0.0,4536.541,314.653,497.09,1.13,,0.0,595.537,91.103,0.0,0.0,,4893.11,91.103,91.103,0.0,97.376,0.0,6039.675,5609.432,11.133,605.322,605.322,1432.997,1432.997,0.0,6.273,,532411.0,1617.2838,1534.0,532411.0,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing "
2147,2015-12-31,G5258J109,7.0,88.0,2015-12-31,,2016-02-12,0.0,,0.0,,,33.344,-2.173,33.344,101.323,1534.147,,47.996,1107.386,1107.386,636.295,,315.453,,,0.0,,0.0,0.0,655.797,683.156,1.65,1.859,,1376.274,516.779,104.744,0.0,329.184,398.983,516.779,516.779,0.0,675.789,,,56.541,,2012.569,2012.569,1135.164,1135.164,,159.01,975.736,,5640.2996,,,
4975,2018-12-31,G5269C101,7.0,5.0,2018-12-31,2019-04-24,,0.0,-0.004,6.446,0.0,0.0,1.859,18.328,1.426,10.918,321.965,473.483,5.29,71.976,307.304,0.0,49.49,49.49,0.013,0.0,0.0,0.0,0.0,0.0,-108.16,-107.874,-2.13,,0.0,0.0,-103.227,0.0,0.0,42.554,42.698,-103.227,-103.227,0.0,-103.441,0.0,6.675,6.356,-194.229,0.0,0.0,279.267,279.267,0.0,-0.214,271.196,325414.0,1390.1741,506.0,325414.0,Biological Product (except Diagnostic) Manufacturing 
17197,2006-12-31,G54624203,7.0,5.0,2006-12-31,2007-04-12,2007-02-20,0.0,-5.497,0.0,0.0,,81.46,14.398,3.614,4.669,711.903,227.437,0.02,51.948,92.2,25.812,27.235,27.235,2.723,0.0,0.0,40.0,0.0,115.0,46.042,46.183,1.53,0.06,0.0,46.183,41.052,0.0,0.0,,332.636,41.052,41.052,0.0,41.052,0.0,,0.073,149.107,71.995,71.995,379.267,379.267,0.0,0.0,,524130.0,,1468.0,524130.0,Reinsurance Carriers 
21491,2010-12-31,G5478K118,7.0,5.0,2010-12-31,2011-04-05,2011-03-07,0.0,1.474,2.474,0.0,0.0,0.0,-3.584,0.0,0.029,36.883,13.138,0.887,5.923,5.923,11.764,4.5,4.5,0.012,0.0,1.515,0.0,0.0,0.0,5.129,5.494,1.01,,0.0,8.173,4.54,0.0,6.374,11.093,11.093,4.54,4.54,1.515,5.411,0.0,4.796,3.489,11.312,19.937,19.937,24.462,25.79,0.0,0.85,18.782,423450.0,26.73,936.0,423450.0,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers "
22183,2010-12-31,G54971208,7.0,5.0,2010-12-31,2011-05-13,,0.0,-0.042,0.153,0.843,,0.0,10.667,0.0,0.0,220.058,52.582,0.0,13.844,13.844,88.515,22.544,22.544,0.002,0.0,72.907,0.0,0.0,0.0,37.678,38.521,2.33,,15.009,38.521,32.967,75.119,0.0,96.557,134.579,32.967,32.967,72.907,32.967,0.0,0.0,0.0,32.895,127.036,127.036,85.479,85.479,0.0,0.0,48.382,713290.0,213.7171,1910.0,713290.0,Other Gambling Industries 
22326,2011-09-30,G55329109,7.0,8.0,2011-09-30,2012-04-30,2012-04-02,0.0,2.053,0.318,,,4.407,-2.122,4.407,7.696,64.554,7.666,9.397,1.231,2.517,29.058,13.644,13.644,4.366,0.0,23.549,0.0,0.0,3.685,3.165,3.952,0.12,-0.157,0.0,8.545,1.633,,13.008,32.361,36.046,1.633,1.633,23.549,1.837,0.0,36.3,34.094,16.03,37.603,37.603,28.062,28.508,0.0,0.406,-6.308,314999.0,9.5508,390.0,314999.0,All Other Miscellaneous Textile Product Mills 
24520,2014-12-31,G55598109,7.0,5.0,2014-12-31,2015-06-05,2015-04-03,0.0,2.245,0.0,0.398,,0.0,-0.79,0.0,1.443,72.899,255.294,1.481,53.333,53.333,6.37,16.186,16.186,0.162,0.0,0.0,0.0,0.0,2.558,-34.64,-33.469,-2.15,-0.092,3.289,6.907,-34.752,5.259,4.895,5.434,8.066,-34.752,-34.752,0.0,-35.979,0.0,5.837,3.087,-190.623,13.277,13.277,64.833,64.833,0.0,-1.227,58.771,339112.0,105.209,878.0,339112.0,Surgical and Medical Instrument Manufacturing 
24457,2012-12-31,G5698W116,7.0,5.0,2012-12-31,2013-04-12,,0.0,-28.1,0.5,0.3,0.0,21.6,-26.0,21.6,35.7,390.5,206.5,19.3,40.2,40.2,371.0,27.0,26.813,25.3,0.0,0.0,63.5,0.0,63.5,68.9,83.6,1.62,0.7,37.3,140.6,42.4,38.4,83.8,78.7,241.7,42.4,42.4,0.0,59.4,0.0,357.9,129.6,-82.5,511.6,511.6,148.8,148.8,0.5,17.0,121.4,331318.0,,607.0,331318.0,"Other Aluminum Rolling, Drawing, and Extruding "
1097,2014-03-31,G57279104,7.0,5.0,2014-03-31,2014-07-18,2014-05-15,0.0,-1.275,7.011,4.065,0.0,2.122,-15.434,2.122,10.575,217.697,83.39,13.78,37.503,37.503,229.537,32.759,32.759,0.0,0.0,20.514,0.0,0.0,0.106,59.904,72.848,1.56,-2.095,11.351,168.794,51.23,32.358,4.72,60.054,68.08,51.23,51.23,20.476,55.936,0.0,48.848,26.445,66.195,398.331,398.331,149.585,149.617,0.0,4.706,96.718,541519.0,1148.8581,1591.0,541519.0,Other Computer Related Services
20038,2008-12-31,G5753U112,7.0,5.0,2008-12-31,2009-04-19,2009-02-27,0.0,-44.499,0.0,1.253,0.0,767.235,584.327,662.765,,2128.564,530.519,0.209,131.897,547.467,383.385,59.55,58.588,0.596,0.0,232.646,0.0,0.0,0.0,27.257,28.571,0.32,-1.362,49.747,41.847,18.794,104.894,0.0,,1618.805,18.794,18.794,232.646,18.794,0.0,,1.443,-17.555,425.232,425.232,509.759,509.759,3.801,0.0,,524130.0,,1468.0,524130.0,Reinsurance Carriers 
16780,2005-12-31,G5760D111,7.0,5.0,2005-12-31,,,0.0,-0.006,0.0,0.0,,0.824,2.905,0.382,0.586,83.915,66.056,0.285,67.923,76.993,17.321,16.247,16.247,0.163,0.0,0.0,0.0,0.0,0.083,7.444,7.67,0.7,,0.0,27.746,7.275,0.0,0.0,,14.985,7.275,7.275,0.0,7.337,0.0,1.622,0.971,2.711,45.067,45.067,68.93,,0.0,0.062,,524292.0,211.3735,1474.0,524292.0,Pharmacy Benefit Management and Other Third Party Administration of Insurance and Pension Funds 
23663,2013-06-30,G5784H106,7.0,5.0,2013-06-30,2013-10-28,2013-09-18,0.0,0.351,0.395,63.447,0.0,220.74,27.303,220.74,51.735,1700.951,104.678,19.017,143.633,143.633,388.35,163.826,163.826,0.079,0.0,17.885,260.847,0.0,592.023,88.977,164.06,1.37,0.867,641.03,164.06,222.446,823.469,0.0,361.829,1019.604,222.446,222.446,0.0,-13.374,0.0,510.442,384.521,576.59,552.41,552.41,681.347,681.347,0.0,-236.077,-113.431,711211.0,2608.1099,1876.0,711211.0,Sports Teams and Clubs 
5398,2006-03-31,G5808F102,7.0,5.0,2006-03-31,,,0.0,0.755,1.33,0.0,,0.131,-0.947,0.131,1.471,78.047,8.666,0.864,39.071,41.066,33.954,6.383,6.383,0.006,0.0,0.0,0.0,0.0,0.0,3.672,4.647,0.37,,0.0,14.546,2.258,0.0,7.163,4.597,4.857,2.258,2.258,0.0,5.315,0.0,19.564,13.115,28.622,48.5,48.5,37.294,,0.0,0.525,51.931,423940.0,37.1491,983.0,423940.0,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers "
1120,2013-09-30,G5890A102,7.0,5.0,2013-09-27,2013-12-19,2013-12-15,0.0,108.5,305.5,35.4,0.0,220.2,74.5,220.2,120.9,3556.6,1102.1,147.9,275.5,275.5,1040.0,57.714,57.714,11.5,18.4,1.5,898.1,1.0,919.8,177.7,314.7,1.0,-14.2,532.0,1164.5,57.8,954.1,403.1,600.2,2301.0,58.8,58.8,0.0,126.4,0.0,1873.7,997.4,142.0,2204.5,2204.5,1255.6,1255.6,0.0,68.6,784.7,325412.0,2544.6103,504.0,325412.0,Pharmaceutical Preparation Manufacturing 
8193,2000-12-31,G6095L109,7.0,53.0,,,,0.0,,778.0,31.0,,4200.0,-1301.0,4200.0,2871.0,18521.0,2450.0,1272.0,760.0,760.0,24744.0,565.0,559.8,6.0,496.0,1559.0,997.0,0.0,3182.0,1744.0,2680.0,1.89,-4.0,,4395.0,1062.0,,1707.0,6243.0,14755.0,1062.0,1062.0,0.0,1667.0,,14077.0,5718.0,1406.0,29139.0,29139.0,3766.0,,96.0,605.0,2360.0,336.0,6297.75,806.0,336.0,Transportation Equipment Manufacturing
