,IPO name,ticker,CUSIP,Date of IPO,IS_SPAC
13110,Autolus Therapeutics Ltd,AUTL,05280R100,,False
13111,ElectroCore Llc,ECOR,28531P103,,False
13112,Essential Properties Realty,EPRT,29670E107,,False
13113,I3 Verticals,IIIV,46571Y107,,False
13114,Kezar Life Sciences Inc,KZR,49372L100,,False
13115,Magenta Therapeutics,MGTA,55910K108,,False
13116,Xeris Pharmaceuticals Inc,XERS,98422L107,,False
13117,Hyrecar Inc,HYRE,44916T107,,False
13118,Neon Therapeutics,NTGN,64050Y100,,False
13119,New Frontier Corp,NFC.U,G6485P116,,False
13120,The Lovesac Co,LOVE,54738L109,,False
13121,Uxin Ltd,UXIN,91818X108,,False
13122,BJ's Wholesale Club Holdings,BJ,05550J101,,False
13123,Brightview Holdings Inc,BV,10948C107,,False
13124,Entera Bio Ltd,ENTX,M4052710,,False
13125,Everquote Inc,EVER,30041R108,,False
13126,Forty Seven Inc,FTSV,34983P104,,False
13127,HL Acqs Corp,HCCHU,G4603R10,,False
13128,Neuronetics Inc,STIM,64131A105,,False
13129,Translate Bio Inc,TBIO,89374L104,,False
13130,Tricida Inc,TCDA,89610F101,,False
13131,Domo Inc,DOMO,257554105,,False
13133,Coastal Financial Corp,CCB,19046P209,,False
13134,Crinetics Pharmaceuticals Inc,CRNX,22663K107,,False
13135,Rubius Therapeutics Inc,RUBY,78116T10,,False
13136,Allakos Inc,ALLK,01671P100,,False
13137,Constellation Pharm Inc,CNST,210373106,,False
13138,Establishment Labs Hldg Inc.,ESTA,G3124910,,False
13139,First Western Financial Inc,MYFW,33751L105,,False
13140,Tilray Inc,TLRY,88688T10,,False
13141,Replimune Group Inc,REPL,76029N106,,False
13142,Provention Bio Inc,PRVB,74374N10,,False
13143,Aquestive Therapeutics Inc,AQST,03843E104,,False
13144,Bloom Energy Corp,BE,093712107,,False
13145,Greenland Acq Corp,GLACU,G4098113,,False
13146,Aurora Mobile Ltd,JG,051857100,,False
13147,Berry Petro Corp,BRY,08579X101,,False
13148,Cango Inc,CANG,137586103,,False
13149,Focus Financial Partners Inc,FOCS,34417P100,,False
13150,Liquidia Technologies Inc,LQDA,53635D202,,False
13151,Pinduoduo Inc,PDD,722304102,,False
13152,Tenable Holdings Inc,TENB,88025T102,,False
13153,Adial Pharmaceuticals Inc,ADIL,00688A106,,False
13154,Endava Ltd,DAVA,29260V10,,False
13155,Opera Ltd,OPRA,68373M107,,False
13156,Summit Semiconductor Inc,WISA,86626P107,,False
13157,Cushman & Wakefield Plc,CWK,G2717B10,,False
13158,Sonos Inc,SONO,83570H108,,False
13159,Tottenham Acq I Ltd,TOTAU,G8959N10,,False
13160,Arlo Technologies Inc,ARLO,04206A101,,False
13162,Amalgamated Bank,AMAL,02266310,,False
13163,Vaccinex Inc,VCNX,918640103,,False
13164,Mesa Air Group Inc,MESA,590479135,,False
13165,Spartan Energy Acquisition,SPAQU,846784114,,False
13166,Aridis Pharmaceuticals Inc,ARDS,040334104,,False
13167,TKK Symphony Acquisition Corp,TKKSU,G88950111,,False
13168,Bionano Genomics Inc,BNGOU,09075F107,,False
13169,Tenzing Acquisition Corp,TZACU,G8708A11,,False
13171,Longevity Acquisition Corp,LOACU,G5637213,,False
13174,111 Inc,YI,68247Q102,,False
13175,Nio Inc,NIO,62914V106,,False
13176,Principia Biopharma Inc,PRNB,74257L108,,False
13177,Qutoutiao Inc,QTT,74915J107,,False
13178,X Financial,XYF,98372W103,,False
13179,Bank7 Corp,BSVN,06652N107,,False
13180,Elanco Animal Health Inc,ELAN,28414H103,,False
13181,Eventbrite Inc,EB,29975E109,,False
13182,Farfetch Ltd,FTCH,30744W107,,False
13183,Y-MABS Therapeutics Inc,YMAB,984241109,,False
13184,Viomi Technology Co Ltd,VIOT,92762J103,,False
13185,Arco Platform Ltd,ARCE,G04553106,,False
13186,Capital Bancorp Inc,CBNK,139737100,,False
13187,Entasis Therapeutics Hldg Inc,ETTX,293614103,,False
13188,SVMK Inc,SVMK,78489X103,,False
13189,Sutro Biopharma Inc,STRO,869367102,,False
13190,Arvinas Holding Co LLC,ARVN,04335A105,,False
13191,Laix Inc,LAIX,50736W105,,False
13192,Ra Medical Systems Inc,RMED,74933X104,,False
13193,Urovant Sciences Ltd,UROV,G9381B108,,False
13194,Cootek (Cayman) Inc,CTK,21718L102,,False
13195,Gritstone Oncology Inc,GRTS,39868T105,,False
13196,Upwork Inc,UPWK,91688F104,,False
13197,Guardant Health Inc,GH,40131M109,,False
13198,Kodiak Sciences Inc,KOD,50015M109,,False
13199,Arya Sciences Acquisition Corp,ARYA,G3165V117,,False
13201,Collier Creek Hldg,CCH,G2270710,,False
13202,EdtechX Holdings Acquisition C,EDTXU,28138X202,,False
13203,Elastic NV,ESTC,N14506104,,False
13204,Allogene Therapeutics Inc.,ALLO,19770106,,False
13205,Livent Corp,LTHM,53814L108,,False
13206,Anaplan Inc,PLAN,03272L108,,False
13207,Dd3 Acquisition Corp,DDMXU,G2692M129,,False
13208,Equillium,EQ,29446K106,,False
13210,SI-Bone Inc,SIBN,825704109,,False
13211,Osmotica Pharmaceuticals PLC,OSMT,G6S41R101,,False
13212,PhaseBio Pharmaceuticals Inc,PHAS,717224109,,False
13213,Studio City Intl Hldg Ltd,MSC,86389T106,,False
13214,Logicbio Therapeutics Inc,LOGC,54142F102,,False
13215,Niu Technologies,NIU,65481N100,,False
13216,Solarwinds Corp,SWI,83417Q105,,False
13217,Alberton Acq Corp,ALACU,G35006116,,False
13218,Pintec Tech Hldg Ltd,PT,72352G107,,False
13219,StoneCo Ltd,STNE,G85158106,,False
13220,Yeti Holdings Inc,YETI,98585X104,,False
13221,Gamida Cell Ltd,GMDA,M47364100,,False
13222,RiverNorth Opportunistic Munic,RMI,76883F10,,False
13223,Axonics Modulation Tech Inc,AXNX,05465P101,,False
13224,Orchard Therapeutics PLC,ORTX,68570P101,,False
13225,Twist Bioscience Corp,TWST,90184D100,,False
13226,CNFinance Holdings Ltd,CNF,18979T105,,False
13227,Toughbuilt Industries Inc,TBLT,89157G306,,False
13228,Eton Pharmaceuticals Inc,ETON,29772L108,,False
13229,Vapotherm Inc,VAPO,922107107,,False
13230,Bain Capital Specialty Finance,BCSF,05684B107,,False
13231,Weidai Ltd,WEI,94861A108,,False
13235,TuanChe Limited,TC,89856T104,,False
13236,Medalist Diversified REIT,MDRR,58403P105,,False
13237,Mogu Inc,MOGU,608012100,,False
13238,Moderna Inc,MRNA,60770K107,,False
13239,Synthorx Inc,THOR,87167A103,,False
13241,Tencent Music Ent Grp,TME,88034P109,,False
13243,360 Fin Inc,QFIN,88557W101,,False
13244,Legacy Housing Corp,LEGH,52472M101,,False
13245,Chardan Healthcare Acq Corp,CHACU,15957A10,,False
13246,Aptorum Grp Ltd,APM,G6096M106,,False
13247,China Sxt Pharms Inc,SXTC,G2161P108,,False
13248,Mdjm Ltd,MDJH,G59290109,,False
13249,1895 Bancorp of Wisconsin,BCOW,28252W105,,False
13250,Mmtec Inc,MTC,G6181K10,,False
13251,Rhinebeck Bancorp,RBKB,762093102,,False
13252,Andina Acquisition Corp III,ANDAU,G04415116,,False
13253,Pimco Energy & Tactical Credit,NRGX,69346N10,,False
13254,New Fortress Energy LLC,NFE,644393100,,False
13256,Inmune Bio Inc,INMB,45782T105,,False
13257,Alector Inc,ALEC,014442107,,False
13259,Gossamer Bio Inc,GOSS,38341P102,,False
13260,Harpoon Therapeutics Inc,HARP,41358P106,,False
13263,Wealthbridge Acquisition Ltd,HHHU,G4887W11,,False
13264,IMAC Holdings Inc,IMAC,44967K104,,False
13265,Avedro Inc,AVDR,05355N109,,False
13266,TCR2 Therapeutics Inc,TCRR,87808K106,,False
13267,Hoth Therapeutics Inc,HOTH,44148G105,,False
13268,Soliton,SOLY,834251100,,False
13269,Stealth Biotherapeutics Inc,MITO,85789A10,,False
13271,Super League Gaming Inc,SLGG,86804F202,,False
13272,Tortoise Acquisition Corp,SHLL.,89154L10,,False
13273,DiamondPeak Hldg Corp,DPHC.,25280H10,,False
13274,Hennessy Capital Acquisition,HCACU,425886108,,False
13275,Kaleido Biosciences Inc,KLDO,483347100,,False
13277,Shockwave Medical Inc,SWAV,82489T104,,False
13279,Futu Holdings Ltd,FHL,36118L106,,False
13282,Up Fintech Holding Ltd,TIGR,91531W106,,False
13283,Levi Strauss & Co,LEVI,52736R102,,False
13284,Tortoise Essential Assets,TEAF,89148A103,,False
13285,8i Entrps Acq Corp,JFKKU,G2956M138,,False
13286,Precision Biosciences Inc,DTIL,74019P108,,False
13287,Watford Holdings Ltd,WTRE,G9478710,,False
13288,Lyft Inc,LYFT,55087P104,,False
13289,Puyi Inc,PUYI,69373Y109,,False
13290,Powerbridge Technologies Co,PBTS,G72007100,,False
13291,Ruhnn Holding Ltd,RUHN,781314109,,False
13292,NGM Biopharmaceuticals Inc,NGM,62921N105,,False
13293,Replay Acquisition Corp,RPLA.,G75130123,,False
13294,Silk Road Medical Inc,SILK,82710M100,,False
13295,Tradeweb Markets Inc,TW,892672106,,False
13296,Guardion Health Sciences,GHSI,40145Q203,,False
13298,Pagerduty Inc,PD,69553P100,,False
13299,Tufin Software Tech Ltd,TUFN,M8893U102,,False
13300,Palomar Holdings Inc,PLMR,69753M105,,False
13301,Turning Point Therapeutics,TPTX,90041T108,,False
13302,Brigham Minerals Inc,MNRL,10918L103,,False
13303,Greenlane Holdings,GNLN,395330103,,False
13304,Hookipa Pharma Inc,HOOK,43906K100,,False
13305,Pinterest Inc,PINS,72352L106,,False
13306,Zoom Video Communications Inc,ZM,98980L101,,False
13307,Act II Global Acquisition Corp,ACTTU,G0080J112,,False
13308,Wah Fu Education Group Ltd,WAFU,G94184101,,False
13309,Beyond Meat Inc,BYND,08862E109,,False
13310,So-Young International Inc,SY,83356Q108,,False
13311,Transmedics Group Inc,TMDX,89377M109,,False
13312,Atif Holdings Ltd,ATIF,G0602B100,,False
13313,Red River Bancshares Inc,RRBI,75686R202,,False
13314,Sciplay Corp,SCPL,809087109,,False
13315,Yunji Inc,YJ,98873N107,,False
13317,Trevi Therapeutics Inc,TRVI,89532M101,,False
13318,Parsons Corp,PSN,70202L102,,False
13319,Axcella Health Inc,AXLA,05454B105,,False
13320,Cortexyme Inc,CRTX,22053A107,,False
13321,Headhunter Grp Plc,HHR,42207L106,,False
13322,Mayville Engineering Co Inc,MEC,578605107,,False
13323,Milestone Pharmaceuticals Inc,MIST,59935V107,,False
13324,NextCure Inc,NXTC,65343E108,,False
13325,South Plains Financial Inc,SPFI,83946P107,,False
13327,Health Sciences Acqs,HSACU,42227C201,,False
13328,Jiayin Grp Inc,JFIN,47737C104,,False
13329,Sonim Technologies Inc,SONM,83548F101,,False
13330,Uber Technologies Inc,UBER,90353T100,,False
13331,AGBA Acq Ltd,AGBA,G0120M133,,False
13332,Applied Therapeutics Inc,APLT,03828A101,,False
13333,Postal Realty Trust Inc,PSTL,73757R102,,False
13334,Avantor Inc,AVTR,05352A100,,False
13335,Fastly Inc,FSLY,31188V100,,False
13336,Luckin Coffee Inc,LK,54951L109,,False
13338,Bicycle Therapeutics Ltd,BCYC,88786108,,False
13339,Ideaya Biosciences Inc,IDYA,45166A102,,False
13340,Rattler Midstream Partners LP,RTLR,75419T103,,False
13343,Gsx Techedu Inc,GSX,36257Y109,,False
13345,Revolve Group LLC,RVLV,76156B107,,False
13346,Crowdstrike Holdings Inc,CRWD,22788C105,,False
13347,Mohawk Group Holdings Inc,MWK,608189106,,False
13348,Fiverr International Ltd,FVRR,M4R82T106,,False
13349,Chewy Inc,CHWY,16679L109,,False
13350,Stoke Therapeutics Inc,STOK,86150R107,,False
13351,Akero Therapeutics Inc,AKRO,00973Y108,,False
13352,Atreca Inc,BCEL,04965G109,,False
13353,Grocery Outlet Holding Corp,GO,39874R101,,False
13354,Personalis Inc,PSNL,71535D106,,False
13355,Prevail Therapeutics Inc,PRVL,74140Y101,,False
13356,Slack,WORK,83088V102,,False
13358,BlackRock Science and Tech II,BSTZ,09260K101,,False
13359,Cambium Networks Corp,CMBM,G17766109,,False
13360,Adaptive Biotechnologies Corp,ADPT,00650F109,,False
13361,BridgeBio Pharma Inc,BBIO,10806X102,,False
13362,Change Healthcare Inc,CHNG,15912K100,,False
13364,Morphic Holding Inc,MORF,61775R105,,False
13365,Karuna Therapeutics Inc,KRTX,48576A100,,False
13366,The Realreal Inc,REAL,88339P101,,False
13368,SC Health Corp,SCH.U,G7851620,,False
13370,Douyu International Holdings,DOYU,25985W105,,False
13371,AssetMark Finl Hldg Inc,AMK,04546L106,,False
13373,Fulcrum Therapeutics Inc,FULC,359616109,,False
13374,Mirum Pharmaceuticals Inc,MIRM,604749101,,False
13375,Oaktree Acquisition Corp,OAC.U,G67145121,,False
13376,Owl Rock Capital Corp,ORCC,69121K104,,False
13377,Phreesia Inc,PHR,71944F106,,False
13378,Afya Ltd,AFYA,G01125106,,False
13379,Medallia Inc,MDLA,584021109,,False
13380,Eagle Point Income Co Inc,EIC,269817102,,False
13381,Castle Biosciences Inc,CSTL,14843C105,,False
13382,Fellazo Inc,FLLCU,G3362K104,,False
13383,Health Catalyst Inc,HCAT,42225T107,,False
13384,Livongo Health Inc,LVGO,539183103,,False
13385,ProSight Global Inc,PROS,74349J103,,False
13386,Sunnova Energy Intl Inc,NOVA,86745K104,,False
13388,Blue Hat Interactive,BHAT,G1329V106,,False
13389,Wanda Sports Group Co Ltd,WSG,93368R101,,False
13390,Netfin Acquisition Corp,NFINU,G6455A123,,False
13391,Dynatrace Inc,DT,268150109,,False
13392,Kura Sushi USA Inc,KRUS,501270102,,False
13393,Sundial Growers Inc,SNDL,86730L109,,False
13395,AMTD International Inc,HKIB,00180G106,,False
13396,InMode Ltd,INMD,M5425M103,,False
13397,Silver Spike Acq Corp.,SSPKU,G8136L122,,False
13398,Thunder Bridge Acq II Ltd,THBRU,G8857S124,,False
13399,9F Inc,JFG,65442R109,,False
13400,Crossfirst Bankshares Inc,CFB,22766M109,,False
13402,10X Genomics Inc,TXG,88025U109,,False
13403,SmileDirectClub Inc,SDC,83192H106,,False
13404,Cloudflare Inc,NET,18915M107,,False
13406,Satsuma Pharmaceuticals Inc,STSA,859319303,,False
13407,Springworks Therapeutics Inc,SWTX,85205L107,,False
13409,Envista Hldg Corp,NVST,29415F104,,False
13410,IGM Biosciences Inc,IGMS,449585108,,False
13411,Datadog Inc,DDOG,23804L103,,False
13412,Exagen Inc,XGN,30068X103,,False
13413,Ping Identity Holding Corp,PING,72341T103,,False
13414,Oportun Financial Corp,OPRT,68376D104,,False
13415,Peloton Interactive Inc,PTON,70614W100,,False
13416,Aprea Therapeutics Inc,APRE,03836J102,,False
13417,Frequency Therapeutics Inc,FREQ,35803L108,,False
13418,Viela Bio Inc,VIE,926613100,,False
13419,BioNTech SE,BNTX,09075V102,,False
13420,Hbt Financial Inc,HBT,404111106,,False
13421,Vir Biotechnology Inc,VIR,92764N102,,False
13422,BellRing Brands Inc,BRBR,079823100,,False
13423,Galileo Acq Corp,GLEO.,G3770A128,,False
13424,Union Acq Corp II,LATNU,G9402Q118,,False
13425,BRP Group Inc,BRP,05589G102,,False
13426,Aesthetic Medical,AIH,00809M104,,False
13427,Cabaletta Bio Inc,CABA,12674W109,,False
13428,Happiness Biotech Group Ltd,HAPP,G4289N106,,False
13429,Phathom Pharmaceuticals Inc,PHAT,71722W107,,False
13430,Progyny Inc,PGNY,74340E103,,False
13431,TFF Pharmaceuticals Inc,TFFP,87241J104,,False
13432,Youdao Inc,DAO,98741T104,,False
13433,AllianzGI Artificial Int Fund,AIO,01883M10,,False
13434,Oyster Point Pharma Inc,OYST,69242L106,,False
13435,RAPT Therapeutics Inc,RAPT,75382E109,,False
13436,Fangdd Network Group Ltd,DUO,30712L109,,False
13440,Q&K Intl Grp Ltd,QK,74738J102,,False
13442,Centogene BV,CNTG,N1976T109,,False
13443,Galera Therapeutics Inc,GRTX,36338D108,,False
13444,Silvergate Capital Corp,SI,82837P408,,False
13445,36kr Hldg Inc,KRKR,88429K103,,False
13446,CNS Pharmaceuticals Inc,CNSP,18978H102,,False
13447,Ecmoho Ltd,MOHO,27888P104,,False
13450,TELA Bio Inc,TELA,872381108,,False
13451,89bio Inc,ETNB,282559103,,False
13452,YayYo Inc,YAYO,985294107,,False
13456,Canaan Inc,CAN,134748102,,False
13457,SiTime Corp,SITM,82982T106,,False
13458,Alpine Income Property Trust,PINE,02083X103,,False
13461,Alussa Energy Acq Corp,ALUS.,G0232J127,,False
13462,Calamos Long/Short Equity Inc,CPZ,12812C106,,False
13463,LMP Automotive Holdings Inc,LMPX,53952P101,,False
13465,XP Inc,XP,G98239109,,False
13466,Bill.com Holdings Inc,BILL,090043100,,False
13467,EHang Holdings Ltd,EH,26853E102,,False
13470,OneConnect Finl Tech Co Ltd,OCFT,68248T105,,False
13471,Sprout Social Inc,SPT,85209W109,,False
13472,Indonesia Energy Corp Ltd,INDO,G4760X102,,False
13473,Monopar Therapeutics,MNPR,61023L108,,False
13474,Molecular Data,MKD,60852l106,,False
13475,I-MAB,IMAB,44975P103,,False
13476,Lizhi Inc,LIZI,53933L104,,False
13477,Phoenix Tree Holdings Ltd,DNK,719156101,,False
13478,Velocity Financial LLC,VEL,92262D101,,False
13479,Gores Holdings IV Inc,GHIVU,382865103,,False
13480,SCVX Corp,SCVX.,G79448208,,False
13481,Annovis Bio Inc,ANVS,03615A108,,False
13482,BlackRock Health Sci Tr II,BMEZ,09260E105,,False
13483,Anpac Bio Med Science Co Ltd,ANPC,03635R107,,False
13484,Black Diamond Therapeutics Inc,BDTX,09203E105,,False
13485,1Life Healthcare Inc,ONEM,68269G107,,False
13486,Arcutis Biotherapeutics Inc,ARQT,03969K108,,False
13487,Reynolds Consumer Products Inc,REYN,76171L106,,False
13488,InterPrivate Acq Corp,IPV U,46064A103,,False
13489,Beam Therapeutics Inc,BEAM,07373V105,,False
13490,Casper Sleep Inc,CSPR,147626105,,False
13491,PPD Inc,PPD,69355F102,,False
13492,Schrodinger Inc,SDGR,80810D103,,False
13493,Nexpoint Real Est Inc,NREF,65342M101,,False
13494,OneWater Marine Inc,ONEW,68280L101,,False
13497,Huize Holding Ltd,HUIZ,44473E109,,False
13498,Muscle Maker Inc,GRIL,627333107,,False
13499,Revolution Medicines Inc,RVMD,76155X100,,False
13500,Yunhong International,ZGYHU,G98882114,,False
13502,Newborn Acq Corp,NBACU,G6463T106,,False
13503,East Stone Acq Corp,ESSCU,G2911D124,,False
13505,Zhongchao Inc,ZCMD,G9897X107,,False
13506,DoubleLine Yield,DLY,25862D105,,False
13507,Passage Bio Inc,PASG,702712100,,False
13508,GFL Environmental Inc,GFL,36168Q104,,False
13512,Imara Inc,IMRA,45249V107,,False
13513,Wimi Hologram Cloud Inc,WIMI,97264L100,,False
13514,Zentalis Pharmaceuticals LLC,ZNTL,98943L107,,False
13515,Keros Therapeutics Inc,KROS,492327101,,False
13516,Social Capital Hedosophia III,IPOC.,G8251K123,,False
13517,CC Neuberger Principal Hldg I,PCPL,G1992Y106,,False
13518,Chardan Healthcare Acq 2 Corp,CHAQ,15957T107,,False
13519,Oric Pharmaceuticals Inc,ORIC,68622P109,,False
13520,Social Capital Hedosophia II,IPOB,G8250T117,,False
13523,Lyra Therapeutics Inc,LYRA,55234L105,,False
13526,Sustainable Opportunities,SOAC,G8598Y125,,False
13527,Ayala Pharmaceuticals Inc,AYLA,05465V108,,False
13528,China Liberal Education,CLEU,G2161Y109,,False
13529,Kingsoft Cloud Holdings Ltd,KC,49639K101,,False
13531,Jaws Acquisition Corp,JWS.U,G50744104,,False
13532,ADC Therapeutics SA,ADCT,H0036K147,,False
13536,SelectQuote Inc,SLQT,816307300,,False
13537,Inari Medical Inc,NARI,45332Y109,,False
13539,Pliant Therapeutics Inc,PLRX,729139105,,False
13540,Warner Music Group Corp,WMG,934550203,,False
13541,ZoomInfo Technologies Inc,ZI,98980F104,,False
13542,Applied Molecular Transport,AMTI,03824M109,,False
13543,Arya Sciences Acquisition II,ARYBU,G31655114,,False
13544,Dada Nexus Ltd,DADA,23344D108,,False
13545,Legend Biotech Corp,LEGN,52490G102,,False
13547,Shift4 Payments Inc,FOUR,82452J109,,False
13549,Vroom Inc,VRM,92918V109,,False
13550,UCloudLink Group Inc,UCL,90354D104,,False
13551,Lantern Pharma Inc,LTRN,51654W101,,False
13552,AZEK Co Inc,AZEK,05478C105,,False
13553,Avidity Biosciences Inc,RNA,05370A108,,False
13554,Burning Rock Biotech Ltd,BNR,12233L107,,False
13555,Generation Bio Co,GBIO,37148K100,,False
13556,Vaxcyte Inc,PCVX,92243G108,,False
13557,Royalty Pharma Plc,RPRX,G7709Q104,,False
13559,Forma Therapeutics Hldg Inc,FMTX,34633R104,,False
13560,Genetron Hldg Ltd,GTH,37186H100,,False
13561,Progenity Inc,PROG,74319F107,,False
13562,Repare Therapeutics Inc,RPTX,760273102,,False
13564,Agora Inc,API,00851L103,,False
13565,Akouos Inc,AKUS,00973J101,,False
13566,Albertsons Cos Inc,ACI,013091103,,False
13567,Angel Oak Dynamic Finl,DYFN,03462A102,,False
13568,Ebang Intl Hldg Inc,EBON,G3R33A106,,False
13570,Fusion Pharmaceuticals Inc,FUSN,36118A100,,False
13572,PolyPid Ltd,PYPD,M8001Q118,,False
13573,Aditx Therapeutics (ADiTxT),ADTX,007025109,,False
13574,GS Acquisition Holdings Corp,GSAH.,36255F201,,False
13575,Dun & Bradstreet Holding,DNB,26484T106,,False
13577,Accolade Inc,ACCD,00437E102,,False
13579,Lemonade Inc,LMND,52567D107,,False
13580,Bluecity Hldg Ltd,BLCT,09610L106,,False
13581,Therapeutics Acquisition Corp,TXAC,88339T103,,False
13582,Nkarta Inc,NKTX,65487U108,,False
13583,Poseida Therapeutics Inc,PSTX,73730P108,,False
13584,Quhuo Ltd,QH,74841Q100,,False
13587,nCino Inc,NCNO,63947U107,,False
13588,D8 Holdings Corp,DEH U,G2614K102,,False
13589,GoHealth Inc,GOCO,38046W105,,False
13590,Malacca Straits Acq Co Ltd,MLACU,G5859B125,,False
13592,Relay Therapeutics Inc,RLAY,75943R102,,False
13593,Trean Insurance Group Inc,TIG,89457R101,,False
13594,ALX Oncology Holdings Inc,ALXO,00166B105,,False
13595,Berkeley Lights Inc,BLI,084310101,,False
13597,Pandion Therapeutics Inc,PAND,698340106,,False
13598,Jamf Holding Corp,JAMF,47074L105,,False
13602,Skillful Craftsman Educ Tech,EDTK,G8211A108,,False
13603,Annexon Inc,ANNX,03589W102,,False
13604,Ascendant Digital Acq Corp,ACND,G05155125,,False
13606,Inozyme Pharma Inc,INZY,45790W108,,False
13607,Nurix Therapeutics Inc,NRIX,67080M103,,False
13608,iTeos Therapeutics Inc,ITOS,46565G104,,False
13609,ACE Convergence Acq Corp,ACEVU,G0083D112,,False
13610,Vertex Inc,VERX,92538J106,,False
13611,Allovir Inc,ALVR,019818103,,False
13613,Li Auto Inc,LI,50202M102,,False
13614,1847 Goedeker Inc,GOED,28252C109,,False
13617,Fathom Holdings Inc,FTHM,31189V109,,False
13619,Vasta Platform Ltd,VSTA,G9440A109,,False
13620,Vital Farms Inc,VITL,92847W103,,False
13621,Health Sciences Acquisitns 2,HSAQ,G4411D109,,False
13623,BigCommerce Holdings Inc,BIGC,08975P108,,False
13626,Rackspace Technology Inc,RXT,750102105,,False
13627,Acutus Medical Inc,AFIB,005111109,,False
13630,Kismet Acquisition One Corp,KSMTU,G52753129,,False
